logical_pct,creative_pct,verbal_pct,social_pct,scientific_pct,practical_pct,age,dominant_profile
2.4813,2.4813,2.4813,2.4813,63.9436,26.1311,6,Practical-Scientific
4.3286,26.5394,0.7586,28.3607,7.648,32.3647,4,Practical-Social
33.3751,1.689,1.689,18.1402,1.689,43.4177,9,Logical-Practical
2.0006,33.1878,32.8436,27.967,2.0006,2.0006,10,Creative-Verbal
41.6096,18.0719,1.3695,1.3695,34.0968,3.4826,10,Logical-Scientific
21.8169,0.9517,71.747,0.9517,3.581,0.9517,3,Logical-Verbal
35.5323,23.7395,1.4287,22.2338,15.6371,1.4287,11,Creative-Logical
1.7473,1.7473,14.6768,36.5354,28.9415,16.3516,7,Scientific-Social
2.4206,5.8322,58.0276,2.4206,28.6822,2.6168,7,Scientific-Verbal
1.7097,57.3494,11.6998,18.5927,8.9386,1.7097,12,Creative-Social
21.433,28.2017,29.6874,17.2051,2.534,0.9388,9,Creative-Verbal
21.2978,12.7645,36.4582,0.7461,18.9763,9.757,7,Logical-Verbal
20.3705,15.7608,51.593,0.8048,9.7677,1.7031,4,Logical-Verbal
10.6285,1.1,26.3668,36.5656,1.1,24.239,10,Social-Verbal
2.0446,2.0446,6.4301,39.9514,46.0203,3.509,9,Scientific-Social
53.3126,3.3813,3.0174,0.9983,38.2922,0.9983,6,Logical-Scientific
1.3042,25.067,14.3212,4.6611,2.4307,52.2158,5,Creative-Practical
7.3919,0.9416,34.0873,12.3494,20.3528,24.877,13,Practical-Verbal
25.8011,13.6041,18.6723,14.2709,26.6756,0.9761,12,Logical-Scientific
30.858,36.5676,1.318,1.318,28.6205,1.318,14,Creative-Logical
29.5093,9.3408,29.9446,1.0884,18.1807,11.9363,4,Logical-Verbal
2.404,2.404,32.7482,2.404,57.6356,2.404,12,Scientific-Verbal
8.8679,47.97,32.1104,3.6839,3.6839,3.6839,8,Creative-Verbal
1.7606,35.7165,1.7606,34.0506,19.3725,7.3392,12,Creative-Social
2.4942,2.4942,2.4942,9.3155,2.4942,80.7077,9,Practical-Social
34.5425,35.0152,17.3966,1.2048,2.2308,9.61,8,Creative-Logical
1.1714,22.6551,1.1714,22.2912,25.8992,26.8117,6,Practical-Scientific
10.0243,36.4019,47.8759,1.4217,3.1672,1.109,5,Creative-Verbal
30.6459,27.1842,16.187,8.2182,1.1434,16.6213,12,Creative-Logical
21.4781,15.7542,11.3701,18.8281,14.6217,17.9477,3,Logical-Social
40.6743,15.5897,1.7858,38.3787,1.7858,1.7858,9,Logical-Social
1.6529,47.6788,16.2917,14.6602,1.6529,18.0635,11,Creative-Practical
55.4551,2.3802,2.3802,21.9465,2.3802,15.4576,12,Logical-Social
16.4967,13.0583,3.4274,60.1628,3.4274,3.4274,4,Logical-Social
27.9027,16.6498,37.3877,1.4679,15.124,1.4679,5,Logical-Verbal
1.0772,34.6239,1.0772,13.9615,15.0222,34.238,12,Creative-Practical
70.8382,2.7659,2.7659,2.7659,18.0981,2.7659,11,Logical-Scientific
50.1545,9.1849,9.1849,9.1849,9.1849,13.1057,12,Logical-Practical
1.3803,37.4982,1.3803,13.8065,1.3803,44.5543,10,Creative-Practical
25.9315,10.4845,1.1487,19.8978,41.3889,1.1487,11,Logical-Scientific
22.6057,14.4727,14.9788,35.594,1.3216,11.0272,4,Logical-Social
18.2909,59.2364,1.2265,11.1775,8.2569,1.8118,7,Creative-Logical
10.1973,4.1552,4.3482,32.5772,18.0269,30.6952,11,Practical-Social
41.5702,1.7807,30.8654,1.7807,22.2224,1.7807,8,Logical-Verbal
19.3289,10.2283,32.3067,1.3357,4.8531,31.9474,9,Practical-Verbal
27.201,1.4835,1.4835,61.8599,1.4835,6.4886,11,Logical-Social
21.8278,25.3093,1.0492,21.5336,29.2308,1.0492,9,Creative-Scientific
10.6036,28.2061,22.3863,1.3491,5.6686,31.7863,12,Creative-Practical
1.6226,6.4086,42.9972,45.7266,1.6226,1.6226,12,Social-Verbal
2.104,40.8719,2.104,19.486,33.3301,2.104,14,Creative-Scientific
4.9139,10.1093,0.9646,74.837,8.2107,0.9646,9,Creative-Social
1.1758,39.6986,17.4054,7.5305,23.7394,10.4504,8,Creative-Scientific
37.9423,15.4701,26.4655,6.7073,6.7073,6.7073,8,Logical-Verbal
11.2105,14.5267,27.9591,7.8013,36.96,1.5424,7,Scientific-Verbal
11.388,1.3644,27.7917,11.3082,20.6999,27.4478,5,Practical-Verbal
1.8247,8.3651,1.8247,14.9924,56.9993,15.9938,6,Practical-Scientific
7.9851,1.1081,1.1081,23.2818,26.7023,39.8146,4,Practical-Scientific
19.1626,22.3745,6.7876,10.2173,24.9455,16.5125,10,Creative-Scientific
1.3604,27.5951,21.8687,9.4498,17.1422,22.5837,9,Creative-Practical
16.881,28.0609,0.8533,0.8533,25.1258,28.2256,3,Creative-Practical
15.9595,3.8106,3.8106,3.8106,3.8106,68.7983,5,Logical-Practical
68.0871,1.3334,26.5792,1.3334,1.3334,1.3334,10,Logical-Verbal
0.9057,37.8182,0.9057,16.1426,12.1368,32.0912,6,Creative-Practical
8.2851,27.465,0.9334,4.292,57.8016,1.223,5,Creative-Scientific
2.2946,2.2946,22.2336,2.2946,61.0625,9.82,3,Scientific-Verbal
40.6941,4.77,1.019,21.1559,26.9687,5.3923,6,Logical-Scientific
2.0007,15.3013,7.1082,15.7021,35.6394,24.2483,10,Practical-Scientific
26.3203,23.8691,1.325,19.1613,26.2305,3.0937,7,Logical-Scientific
33.6375,2.4095,33.3835,2.4095,25.7505,2.4095,4,Logical-Verbal
1.8913,1.8913,1.8913,40.2538,17.9792,36.0932,5,Practical-Social
47.7518,17.5783,16.9012,2.0613,14.881,0.8264,9,Creative-Logical
16.4738,5.2049,26.7372,12.8088,37.6854,1.0898,5,Scientific-Verbal
33.3141,0.8266,21.7362,24.2828,0.8266,19.0136,3,Logical-Social
27.2786,31.5708,8.6764,29.6392,0.6144,2.2207,13,Creative-Social
19.0714,20.6725,1.4652,34.8794,1.4652,22.4465,14,Practical-Social
16.6721,6.4763,21.9287,48.3622,3.2804,3.2804,8,Social-Verbal
10.8867,1.0288,15.6754,18.3513,53.029,1.0288,4,Scientific-Social
1.6531,71.638,1.6531,21.4409,1.9618,1.6531,8,Creative-Social
2.4587,69.315,2.4587,5.2641,18.0448,2.4587,10,Creative-Scientific
36.081,14.9093,29.2921,4.6319,14.3562,0.7295,13,Logical-Verbal
18.2261,1.3172,0.8144,45.4492,31.5638,2.6293,13,Scientific-Social
4.0859,17.042,36.6703,7.924,30.1919,4.0859,13,Scientific-Verbal
31.6992,16.6216,18.5424,5.7522,26.4559,0.9286,10,Logical-Scientific
40.1789,2.2227,6.5088,46.6443,2.2227,2.2227,13,Logical-Social
28.4202,1.228,1.228,27.7389,17.0601,24.3248,10,Logical-Social
13.9878,2.3737,26.8753,2.3737,38.0085,16.381,7,Scientific-Verbal
16.9187,13.6585,2.1336,63.0221,2.1336,2.1336,6,Logical-Social
18.4229,41.8062,1.1888,1.1888,22.6946,14.6988,9,Creative-Scientific
1.1305,62.1551,19.0381,14.3896,1.1305,2.1562,12,Creative-Verbal
31.8274,1.1837,14.836,1.1837,35.3359,15.6334,9,Logical-Scientific
29.6338,1.0582,47.2168,18.6,2.433,1.0582,12,Logical-Verbal
22.907,23.8037,6.8617,29.8115,1.5543,15.0618,12,Creative-Social
7.5283,1.9438,2.4319,84.2083,1.9438,1.9438,4,Logical-Social
12.9378,20.2835,1.1767,1.7307,21.513,42.3583,5,Practical-Scientific
2.155,2.155,6.2883,27.131,20.6481,41.6227,13,Practical-Social
15.5595,9.5581,21.5488,12.7245,8.0027,32.6064,14,Practical-Verbal
16.4447,41.5684,1.0535,1.0535,38.8263,1.0535,6,Creative-Scientific
10.4044,28.2367,21.8769,30.6765,7.8523,0.9532,11,Creative-Social
2.9033,1.1861,26.9173,12.4949,11.6174,44.881,4,Practical-Verbal
10.645,39.399,13.9797,26.851,3.7215,5.4037,14,Creative-Social
2.3467,10.727,25.2998,12.2507,15.0499,34.3259,9,Practical-Verbal
24.9569,2.021,39.1537,21.6836,11.0697,1.115,10,Logical-Verbal
25.9073,0.9305,23.5622,0.9305,28.5558,20.1138,10,Logical-Scientific
10.2204,9.5482,32.7191,25.5641,12.2968,9.6515,13,Social-Verbal
30.4535,1.2895,13.9043,23.5551,22.0164,8.7812,14,Logical-Social
18.5517,16.1235,7.7201,30.5847,26.3052,0.7148,10,Scientific-Social
2.9077,2.4883,42.878,2.4883,46.7494,2.4883,7,Scientific-Verbal
6.5347,4.2049,2.0848,37.0173,1.3211,48.8373,9,Practical-Social
1.4631,1.4631,1.4631,23.4421,34.8902,37.2784,12,Practical-Scientific
1.1541,17.832,23.7762,20.1058,24.5947,12.5371,12,Scientific-Verbal
20.7411,23.3984,4.132,4.9433,45.6381,1.1471,3,Creative-Scientific
30.9322,2.5142,39.6149,6.5352,2.5142,17.8894,3,Logical-Verbal
4.6101,1.7334,54.6208,25.5047,1.7334,11.7976,5,Social-Verbal
8.3244,0.8502,14.4046,27.1162,48.4544,0.8502,6,Scientific-Social
0.9111,33.0568,14.3669,17.7816,31.6643,2.2192,3,Creative-Scientific
47.8132,6.0239,5.1347,8.0452,11.4828,21.5001,7,Logical-Practical
17.1474,31.247,1.0328,24.1763,13.0094,13.3872,7,Creative-Social
1.4657,2.7308,0.755,32.5734,27.726,34.749,10,Practical-Social
14.8632,4.5348,0.892,0.892,51.2692,27.5488,6,Practical-Scientific
35.9276,4.3992,19.2612,9.233,6.5056,24.6734,5,Logical-Practical
2.7556,2.7556,57.6842,2.7556,26.4371,7.612,11,Scientific-Verbal
2.7105,24.7275,12.2808,22.1839,14.603,23.4943,11,Creative-Practical
47.495,2.0827,10.7317,30.6524,6.9555,2.0827,12,Logical-Social
0.9942,34.3224,24.2857,0.9942,13.2698,26.1337,8,Creative-Practical
1.6348,91.8259,1.6348,1.6348,1.6348,1.6348,8,Creative-Logical
39.2228,1.0341,1.0341,49.1686,8.5064,1.0341,12,Logical-Social
29.7603,2.1342,2.1342,2.1342,42.7539,21.0831,14,Logical-Scientific
1.8577,28.8381,1.8577,1.8577,26.6255,38.9633,3,Creative-Practical
5.114,25.2184,17.044,13.5657,33.1228,5.9352,4,Creative-Scientific
4.725,8.9363,49.5657,34.5096,1.1316,1.1316,4,Social-Verbal
25.2767,4.2357,10.1905,20.9017,10.0871,29.3083,7,Logical-Practical
33.5596,10.3998,25.9393,0.8609,11.3842,17.8563,9,Logical-Verbal
19.8201,0.9719,0.9719,37.256,0.9719,40.0081,13,Practical-Social
1.1087,1.1087,22.1349,3.0993,32.357,40.1914,12,Practical-Scientific
23.6604,20.205,16.7152,27.947,7.4716,4.0007,8,Logical-Social
21.2618,27.7622,8.9284,1.0853,4.4845,36.4778,12,Creative-Practical
24.1721,16.8798,10.544,8.9341,16.6561,22.8139,3,Logical-Practical
14.7766,35.514,0.7574,0.7574,21.4291,26.7654,14,Creative-Practical
50.2922,1.0889,9.132,1.0889,16.5434,21.8547,3,Logical-Practical
0.6874,2.4808,53.3584,13.5218,29.2642,0.6874,11,Scientific-Verbal
28.5464,34.8678,24.0597,1.0222,10.4817,1.0222,13,Creative-Logical
14.5836,2.3585,2.3585,2.3585,51.0549,27.2859,7,Practical-Scientific
33.4591,31.7013,7.7967,1.1906,24.6616,1.1906,7,Creative-Logical
0.5701,15.1741,23.3834,30.2582,0.5701,30.0441,10,Practical-Social
19.5923,41.2331,5.3104,6.3012,1.2105,26.3524,9,Creative-Practical
21.3225,1.4905,38.976,22.1945,1.4905,14.526,3,Social-Verbal
16.5621,4.2105,5.0358,33.1437,26.2895,14.7585,12,Scientific-Social
23.0099,14.8671,1.0286,17.8994,16.9335,26.2615,6,Logical-Practical
14.6915,7.3816,14.7329,20.6139,13.4347,29.1454,6,Practical-Social
3.0761,12.676,57.9523,20.1433,3.0761,3.0761,13,Social-Verbal
2.1732,1.5717,25.4091,1.2617,30.5437,39.0407,10,Practical-Scientific
18.2398,6.2371,20.5029,18.7073,31.7323,4.5806,4,Scientific-Verbal
16.0924,12.8767,1.1438,19.8803,11.5535,38.4533,14,Practical-Social
1.7355,27.7642,1.7355,17.8568,49.1724,1.7355,12,Creative-Scientific
2.1538,2.1538,36.9373,41.1591,15.4423,2.1538,10,Social-Verbal
10.0372,23.9974,3.1127,3.1127,3.1127,56.6273,6,Creative-Practical
26.8751,1.1297,11.2143,22.5415,37.1098,1.1297,14,Logical-Scientific
1.2939,1.2939,32.1476,33.0034,1.2939,30.9673,11,Social-Verbal
24.33,49.8232,1.7982,1.7982,6.1033,16.1472,12,Creative-Logical
28.1167,0.8316,33.4668,0.8316,15.711,21.0424,7,Logical-Verbal
76.3888,2.2332,9.3994,2.2332,2.2332,7.5123,9,Logical-Verbal
4.8213,16.6252,25.4741,13.236,19.7958,20.0477,14,Practical-Verbal
0.9738,0.9738,31.4389,20.5832,10.6098,35.4204,10,Practical-Verbal
29.9091,35.6233,1.6181,13.3428,1.7986,17.7081,5,Creative-Logical
6.7808,1.0985,46.2594,32.3266,1.0985,12.4361,11,Social-Verbal
56.9524,13.0367,12.7878,10.8007,4.5882,1.8342,13,Creative-Logical
1.0571,41.5681,1.0571,21.8495,22.7142,11.754,11,Creative-Scientific
45.1744,1.9646,16.4039,1.9646,10.1214,24.371,13,Logical-Practical
5.1882,74.0589,5.1882,5.1882,5.1882,5.1882,14,Creative-Logical
1.5924,5.4993,17.7934,39.27,34.2525,1.5924,13,Scientific-Social
1.1314,9.6604,7.2913,49.6737,31.1119,1.1314,9,Scientific-Social
1.1236,1.1236,40.5301,13.2763,18.5414,25.405,12,Practical-Verbal
1.6105,1.6105,1.6105,54.7051,31.6866,8.7769,6,Scientific-Social
20.4753,11.3091,25.5471,0.8386,20.1853,21.6446,13,Practical-Verbal
2.214,11.387,2.214,34.2656,47.7054,2.214,7,Scientific-Social
3.3236,3.3236,24.7247,40.7802,24.5243,3.3236,3,Social-Verbal
1.7272,42.0684,1.7272,24.9776,27.7724,1.7272,11,Creative-Scientific
21.3454,0.9988,52.2106,3.1359,0.9988,21.3104,11,Logical-Verbal
30.9058,30.2176,21.5854,2.7987,5.8133,8.6792,13,Creative-Logical
42.148,9.5338,10.2442,2.4366,2.4366,33.2008,9,Logical-Practical
21.6684,30.2507,33.2518,1.2205,1.2205,12.3881,4,Creative-Verbal
3.0324,3.0324,3.0324,50.2419,37.6284,3.0324,10,Scientific-Social
27.6915,0.9847,22.9659,29.7619,17.6112,0.9847,4,Logical-Social
33.4628,1.2596,23.7,32.4785,1.2084,7.8907,11,Logical-Social
20.5134,28.1447,1.9452,39.8681,8.3412,1.1873,5,Creative-Social
0.7849,21.9859,0.7849,34.6486,25.0519,16.744,5,Scientific-Social
10.4978,2.3864,37.2758,36.2519,12.795,0.7932,9,Social-Verbal
24.6781,0.8449,14.3248,12.5617,18.3292,29.2612,11,Logical-Practical
12.0313,2.3839,3.4235,48.4916,17.5162,16.1537,4,Scientific-Social
1.0288,34.1094,1.0288,27.6873,15.1402,21.0055,6,Creative-Social
11.2918,11.8636,44.6754,23.5972,7.6082,0.9639,12,Social-Verbal
2.5886,45.4951,24.9165,21.8225,2.5886,2.5886,11,Creative-Verbal
0.7204,29.1031,13.7008,17.1711,0.7204,38.5842,8,Creative-Practical
5.3024,13.1883,0.9329,15.5496,24.81,40.2167,5,Practical-Scientific
20.6263,16.2394,17.1139,20.9506,14.0328,11.0371,14,Logical-Social
24.1282,37.1524,1.151,22.5471,1.151,13.8704,4,Creative-Logical
19.4205,47.8514,1.5993,27.9303,1.5993,1.5993,10,Creative-Social
11.5055,20.4348,29.8946,26.8919,1.7935,9.4796,9,Social-Verbal
10.2273,6.2147,1.229,48.1053,32.9947,1.229,11,Scientific-Social
34.3945,1.0119,10.856,13.6356,11.9954,28.1066,5,Logical-Practical
15.9761,34.9618,30.5987,1.3595,2.0491,15.0549,9,Creative-Verbal
1.2974,1.2974,13.1899,29.1462,30.0747,24.9945,4,Scientific-Social
14.6582,1.4762,34.5807,23.5144,3.7064,22.0642,10,Social-Verbal
27.3799,0.8483,29.3697,16.351,1.433,24.6181,10,Logical-Verbal
1.5561,1.5561,22.0286,27.9714,21.9892,24.8986,3,Practical-Social
1.7454,8.2021,11.3217,28.6726,39.4939,10.5643,12,Scientific-Social
1.0084,46.2109,11.8143,12.2253,1.0084,27.7328,7,Creative-Practical
11.5129,8.5529,22.4732,15.3822,13.9905,28.0884,3,Practical-Verbal
5.5229,1.2905,27.0263,31.9445,1.2905,32.9253,4,Practical-Social
9.8015,5.3875,3.1756,25.0608,33.5163,23.0583,6,Scientific-Social
1.3226,15.8624,22.7219,8.9635,25.236,25.8935,4,Practical-Scientific
1.3947,13.2059,15.105,1.3947,28.9706,39.929,8,Practical-Scientific
15.7,32.1507,4.0126,38.6249,7.0056,2.5062,10,Creative-Social
26.6959,1.2919,10.7191,51.6232,1.2919,8.378,5,Logical-Social
2.6835,59.6884,2.6835,27.0264,5.2349,2.6835,4,Creative-Social
17.9149,38.5584,6.8241,15.4583,20.2021,1.0422,7,Creative-Scientific
1.0678,26.312,27.1648,22.9013,1.0678,21.4864,11,Creative-Verbal
20.9452,19.915,15.0398,1.4719,32.3001,10.328,13,Logical-Scientific
40.6569,2.0228,14.5424,2.0228,28.3134,12.4416,14,Logical-Scientific
5.1268,32.6683,16.1248,31.8755,13.3065,0.8982,14,Creative-Social
2.3178,1.3683,34.7994,1.3683,21.8983,38.2479,13,Practical-Verbal
35.7226,15.6347,10.8684,31.1998,0.9941,5.5804,13,Logical-Social
4.8367,13.2262,32.1916,1.2505,37.7044,10.7906,13,Scientific-Verbal
29.2279,1.4005,1.4005,58.7071,7.8094,1.4547,5,Logical-Social
59.0953,16.3652,17.6279,2.3039,2.3039,2.3039,5,Logical-Verbal
2.7769,12.6371,2.7769,2.7769,2.7769,76.2554,10,Creative-Practical
40.5238,1.3398,1.3398,4.0452,51.4116,1.3398,9,Logical-Scientific
0.8051,19.6627,45.1479,22.596,0.8051,10.9832,14,Social-Verbal
1.5582,1.5582,1.5582,34.2322,41.2596,19.8337,5,Scientific-Social
1.702,1.702,27.2103,1.702,37.6962,29.9876,10,Practical-Scientific
20.2508,4.5676,31.9299,21.3624,14.9946,6.8947,14,Social-Verbal
40.2787,13.9215,1.6546,8.4692,1.6546,34.0214,12,Logical-Practical
1.5531,1.5531,37.8973,23.8811,33.5624,1.5531,7,Scientific-Verbal
27.464,17.3263,1.0637,4.0121,21.2981,28.8359,7,Logical-Practical
12.473,4.2978,34.1431,40.4904,4.2978,4.2978,5,Social-Verbal
21.6127,6.9006,3.3627,1.9106,45.9656,20.2479,13,Logical-Scientific
28.8357,7.3911,11.9684,33.0679,17.8413,0.8957,10,Logical-Social
52.6135,4.0843,28.6571,6.4765,4.0843,4.0843,8,Logical-Verbal
33.0727,1.5608,9.4172,14.2362,32.4044,9.3086,7,Logical-Scientific
7.7441,1.7182,25.0537,12.0874,51.6784,1.7182,11,Scientific-Verbal
54.3218,31.0819,9.9837,1.5375,1.5375,1.5375,6,Creative-Logical
2.4014,18.5186,29.0172,24.318,0.9746,24.7702,4,Practical-Verbal
3.21,3.21,3.21,21.225,3.21,65.9351,13,Practical-Social
0.7499,18.7235,27.7972,31.2147,2.1529,19.3618,5,Social-Verbal
17.2617,18.3523,26.6674,0.9671,2.7066,34.0449,7,Practical-Verbal
11.5073,0.7096,6.3781,23.4084,34.3241,23.6726,12,Practical-Scientific
6.7779,29.5638,11.0151,9.8805,20.7147,22.048,13,Creative-Practical
45.9993,0.9668,0.9668,0.9668,38.0242,13.0762,12,Logical-Scientific
23.6528,31.588,1.0718,9.6722,5.8227,28.1924,11,Creative-Practical
32.3843,31.1872,1.0984,1.0984,26.9569,7.2748,9,Creative-Logical
1.6787,18.661,16.367,1.6787,50.4486,11.166,3,Creative-Scientific
36.5567,24.624,17.1051,8.102,12.8683,0.7439,4,Creative-Logical
27.9995,9.021,31.8723,22.9299,7.1199,1.0574,12,Logical-Verbal
3.7835,34.9021,13.7424,32.3764,14.1332,1.0625,12,Creative-Social
32.6556,1.2139,21.2218,1.2139,1.2139,42.4808,14,Logical-Practical
1.1223,14.0535,6.3554,1.1223,33.8245,43.5221,3,Practical-Scientific
3.5704,58.7025,27.8749,2.6214,2.6214,4.6094,13,Creative-Verbal
28.7656,26.9531,7.6776,16.7664,12.7884,7.0489,4,Creative-Logical
3.7987,8.5,22.3205,24.5816,6.239,34.5603,4,Practical-Social
37.4844,16.8369,12.6326,22.9792,0.8054,9.2615,12,Logical-Social
22.2941,3.306,3.306,9.2486,58.5394,3.306,9,Logical-Scientific
54.7049,23.6683,17.8224,1.2681,1.2681,1.2681,8,Creative-Logical
2.522,2.522,17.2674,15.7967,24.6137,37.2783,14,Practical-Scientific
1.4025,5.8461,1.4025,42.362,29.2938,19.6932,14,Scientific-Social
2.7566,2.7566,31.7351,45.0284,14.9667,2.7566,5,Social-Verbal
14.767,35.0214,24.6841,1.0824,1.0824,23.3626,13,Creative-Verbal
1.2023,34.9503,26.1001,17.1504,19.3947,1.2023,5,Creative-Verbal
1.5283,1.5283,1.5283,57.7349,17.2232,20.457,5,Practical-Social
36.2945,1.12,1.12,21.8782,23.4133,16.174,4,Logical-Scientific
18.9702,18.3838,1.257,1.257,23.7312,36.4009,10,Practical-Scientific
12.2035,19.709,31.4525,15.5326,11.3602,9.7422,9,Creative-Verbal
18.6221,29.7363,0.8777,10.0358,0.8777,39.8503,12,Creative-Practical
1.4376,27.4526,1.4376,28.167,10.5786,30.9266,6,Practical-Social
44.9606,1.7081,1.7081,7.4299,27.5189,16.6742,14,Logical-Scientific
5.0888,19.5475,26.5095,10.2173,37.0797,1.5571,14,Scientific-Verbal
31.5052,13.3583,11.356,4.8703,33.8554,5.0548,3,Logical-Scientific
1.5172,28.251,1.5172,1.5172,11.8593,55.3382,6,Creative-Practical
35.9712,2.0854,2.0854,55.2453,2.5271,2.0854,4,Logical-Social
9.3773,2.9835,2.0334,35.7988,47.7736,2.0334,9,Scientific-Social
1.5728,1.5728,43.8439,6.516,11.2617,35.2328,7,Practical-Verbal
44.6462,1.2234,12.2922,1.2234,9.4205,31.1942,3,Logical-Practical
20.5982,11.63,24.9646,0.9173,34.8707,7.0192,5,Scientific-Verbal
25.0083,17.4809,7.8084,1.7342,46.2339,1.7342,11,Logical-Scientific
34.6328,28.1502,0.9185,0.9185,21.7433,13.6367,10,Creative-Logical
13.2848,17.7532,13.1798,1.3356,52.0239,2.4228,7,Creative-Scientific
39.3061,15.8012,7.0778,31.5169,1.8559,4.4421,5,Logical-Social
5.2519,17.8719,16.8318,16.2952,42.7786,0.9705,10,Creative-Scientific
1.0228,12.7378,16.8647,24.9985,35.7437,8.6326,8,Scientific-Social
2.4824,62.3561,2.1659,25.7631,2.1659,5.0667,5,Creative-Social
18.2167,10.9951,0.9128,40.5918,0.9128,28.3709,5,Practical-Social
1.5225,15.8249,49.8759,1.5225,1.5225,29.7316,8,Practical-Verbal
1.218,36.5531,44.3325,2.1655,10.118,5.6129,3,Creative-Verbal
16.347,0.7722,19.4692,30.07,14.0926,19.2491,4,Social-Verbal
1.7427,1.7427,23.4223,22.0876,27.3938,23.611,14,Practical-Scientific
9.1213,22.735,20.8493,5.8133,17.0042,24.4769,8,Creative-Practical
20.34,1.0217,33.02,27.3341,1.0217,17.2625,5,Social-Verbal
9.2806,33.9471,14.8054,16.5066,24.2239,1.2363,6,Creative-Scientific
4.0614,6.9151,21.3026,10.5234,11.572,45.6255,13,Practical-Verbal
19.9557,2.1282,2.1282,7.3972,8.2428,60.1478,11,Logical-Practical
32.3872,25.3614,34.0957,1.2005,5.7547,1.2005,5,Logical-Verbal
3.1541,19.9025,3.1541,3.1541,43.6542,26.9809,12,Practical-Scientific
1.6016,44.3626,1.6016,1.6016,33.6505,17.1822,8,Creative-Scientific
1.4081,9.6122,1.4081,24.5988,29.9368,33.0359,13,Practical-Scientific
2.1483,31.0327,13.7254,14.5484,36.3969,2.1483,8,Creative-Scientific
7.2525,49.3742,6.4882,1.6195,33.646,1.6195,11,Creative-Scientific
3.64,1.1057,9.9586,28.1577,26.7036,30.4344,7,Practical-Social
29.1862,27.9799,20.7707,1.5012,1.5012,19.0609,9,Creative-Logical
34.902,5.4497,1.6046,1.6046,45.587,10.8521,8,Logical-Scientific
1.5081,2.7225,54.6897,34.5189,5.0528,1.5081,12,Social-Verbal
27.8528,12.6712,2.724,5.21,13.9528,37.5892,5,Logical-Practical
1.0783,15.5722,36.5459,13.0773,23.2545,10.4718,6,Scientific-Verbal
1.1395,1.1395,24.419,1.1395,45.6641,26.4984,10,Practical-Scientific
17.8536,2.0091,43.2558,32.8633,2.0091,2.0091,13,Social-Verbal
9.8892,1.3667,1.3667,13.4109,18.7146,55.252,8,Practical-Scientific
31.0736,0.5786,13.824,24.3871,15.159,14.9777,9,Logical-Social
21.4999,45.2701,17.6287,0.8003,14.0007,0.8003,9,Creative-Logical
0.9798,36.9205,11.6255,13.3811,17.9834,19.1098,14,Creative-Practical
